[2022-12-21 22:11:27,752::train::INFO] Namespace(config='configs/train_ts_dv3_newedge_nolocal.yml', device='cuda', fn='zzin-retrain', logdir='./logs', name='zzin-retrain', pretrain='', project='TS-geom-retrain', resume_iter=None, tag='zzin-retrain')
[2022-12-21 22:11:27,752::train::INFO] {'model': {'type': 'diffusion', 'network': 'dualenc_ver3_newedge_nolocal', 'hidden_dim': 128, 'num_convs': 6, 'num_convs_local': 4, 'cutoff': 6.0, 'mlp_act': 'ReLU', 'beta_schedule': 'sigmoid', 'beta_start': 1e-07, 'beta_end': 0.002, 'num_diffusion_timesteps': 5000, 'edge_order': 3, 'edge_encoder': 'mlp', 'smooth_conv': True, 'TS': True, 'feat_dim': 25, 'edge_cat_act': 'swish', 'dropout': 0.1}, 'train': {'seed': 2022, 'batch_size': 200, 'val_freq': 1000, 'max_iters': 300000, 'max_grad_norm': 3000.0, 'anneal_power': 2.0, 'optimizer': {'type': 'adam', 'lr': 0.001, 'weight_decay': 0.0, 'beta1': 0.95, 'beta2': 0.999}, 'scheduler': {'type': 'plateau', 'factor': 0.8, 'patience': 10, 'min_lr': 2e-05}}, 'dataset': {'train': 'data/TS/b97d3/random_split2/train_data.pkl', 'val': 'data/TS/b97d3/random_split2/val_data.pkl', 'test': 'data/TS/b97d3/random_split2/test_data.pkl'}}
[2022-12-21 22:11:36,861::train::INFO] Loading datasets...
[2022-12-21 22:23:12,940::train::INFO] [Validate] Iter 08000 | Loss 49.464886 | Loss(Global) 49.464886 | Loss(Local) 0.000000
[2022-12-21 22:24:38,105::train::INFO] [Train] Iter 09000 | Loss 50.50 | Loss(Global) 50.50 | Loss(Local) 0.00 | Grad 459.25 | LR 0.001000
[2022-12-21 22:24:39,420::train::INFO] [Validate] Iter 09000 | Loss 49.677243 | Loss(Global) 49.677243 | Loss(Local) 0.000000
[2022-12-21 22:26:04,857::train::INFO] [Train] Iter 10000 | Loss 49.58 | Loss(Global) 49.58 | Loss(Local) 0.00 | Grad 435.14 | LR 0.001000
[2022-12-21 22:26:06,117::train::INFO] [Validate] Iter 10000 | Loss 48.149356 | Loss(Global) 48.149356 | Loss(Local) 0.000000
[2022-12-21 22:27:33,654::train::INFO] [Train] Iter 11000 | Loss 48.74 | Loss(Global) 48.74 | Loss(Local) 0.00 | Grad 457.45 | LR 0.001000
[2022-12-21 22:27:34,923::train::INFO] [Validate] Iter 11000 | Loss 47.985073 | Loss(Global) 47.985073 | Loss(Local) 0.000000
[2022-12-21 22:28:59,448::train::INFO] [Train] Iter 12000 | Loss 48.22 | Loss(Global) 48.22 | Loss(Local) 0.00 | Grad 442.00 | LR 0.001000
[2022-12-21 22:29:00,706::train::INFO] [Validate] Iter 12000 | Loss 49.190313 | Loss(Global) 49.190313 | Loss(Local) 0.000000
[2022-12-21 22:30:25,482::train::INFO] [Train] Iter 13000 | Loss 47.52 | Loss(Global) 47.52 | Loss(Local) 0.00 | Grad 432.43 | LR 0.001000
[2022-12-21 22:30:26,748::train::INFO] [Validate] Iter 13000 | Loss 46.183408 | Loss(Global) 46.183408 | Loss(Local) 0.000000
[2022-12-21 22:31:51,355::train::INFO] [Train] Iter 14000 | Loss 47.04 | Loss(Global) 47.04 | Loss(Local) 0.00 | Grad 427.35 | LR 0.001000
[2022-12-21 22:31:52,600::train::INFO] [Validate] Iter 14000 | Loss 47.706356 | Loss(Global) 47.706356 | Loss(Local) 0.000000
[2022-12-21 22:33:18,272::train::INFO] [Train] Iter 15000 | Loss 46.77 | Loss(Global) 46.77 | Loss(Local) 0.00 | Grad 428.69 | LR 0.001000
[2022-12-21 22:33:19,523::train::INFO] [Validate] Iter 15000 | Loss 45.349744 | Loss(Global) 45.349744 | Loss(Local) 0.000000
[2022-12-21 22:34:44,440::train::INFO] [Train] Iter 16000 | Loss 46.40 | Loss(Global) 46.40 | Loss(Local) 0.00 | Grad 437.19 | LR 0.001000
[2022-12-21 22:34:45,695::train::INFO] [Validate] Iter 16000 | Loss 46.798113 | Loss(Global) 46.798113 | Loss(Local) 0.000000
[2022-12-21 22:36:10,428::train::INFO] [Train] Iter 17000 | Loss 45.31 | Loss(Global) 45.31 | Loss(Local) 0.00 | Grad 399.86 | LR 0.001000
[2022-12-21 22:36:11,782::train::INFO] [Validate] Iter 17000 | Loss 46.719014 | Loss(Global) 46.719014 | Loss(Local) 0.000000
[2022-12-21 22:37:37,721::train::INFO] [Train] Iter 18000 | Loss 45.61 | Loss(Global) 45.61 | Loss(Local) 0.00 | Grad 436.20 | LR 0.001000
[2022-12-21 22:37:39,001::train::INFO] [Validate] Iter 18000 | Loss 46.451152 | Loss(Global) 46.451152 | Loss(Local) 0.000000
[2022-12-21 22:39:04,314::train::INFO] [Train] Iter 19000 | Loss 45.03 | Loss(Global) 45.03 | Loss(Local) 0.00 | Grad 427.61 | LR 0.001000
[2022-12-21 22:39:05,664::train::INFO] [Validate] Iter 19000 | Loss 46.421554 | Loss(Global) 46.421554 | Loss(Local) 0.000000
[2022-12-21 22:40:31,893::train::INFO] [Train] Iter 20000 | Loss 44.30 | Loss(Global) 44.30 | Loss(Local) 0.00 | Grad 385.45 | LR 0.001000
[2022-12-21 22:40:33,170::train::INFO] [Validate] Iter 20000 | Loss 46.256746 | Loss(Global) 46.256746 | Loss(Local) 0.000000
[2022-12-21 22:41:58,030::train::INFO] [Train] Iter 21000 | Loss 44.03 | Loss(Global) 44.03 | Loss(Local) 0.00 | Grad 385.66 | LR 0.001000
[2022-12-21 22:41:59,293::train::INFO] [Validate] Iter 21000 | Loss 45.342153 | Loss(Global) 45.342153 | Loss(Local) 0.000000
[2022-12-21 22:43:23,966::train::INFO] [Train] Iter 22000 | Loss 43.92 | Loss(Global) 43.92 | Loss(Local) 0.00 | Grad 420.87 | LR 0.001000
[2022-12-21 22:43:25,295::train::INFO] [Validate] Iter 22000 | Loss 44.711975 | Loss(Global) 44.711975 | Loss(Local) 0.000000
[2022-12-21 22:44:53,806::train::INFO] [Train] Iter 23000 | Loss 43.52 | Loss(Global) 43.52 | Loss(Local) 0.00 | Grad 392.46 | LR 0.001000
[2022-12-21 22:44:55,142::train::INFO] [Validate] Iter 23000 | Loss 44.928913 | Loss(Global) 44.928913 | Loss(Local) 0.000000
[2022-12-21 22:46:22,632::train::INFO] [Train] Iter 24000 | Loss 43.00 | Loss(Global) 43.00 | Loss(Local) 0.00 | Grad 385.13 | LR 0.001000
[2022-12-21 22:46:23,854::train::INFO] [Validate] Iter 24000 | Loss 42.194061 | Loss(Global) 42.194061 | Loss(Local) 0.000000
[2022-12-21 22:47:48,210::train::INFO] [Train] Iter 25000 | Loss 43.15 | Loss(Global) 43.15 | Loss(Local) 0.00 | Grad 401.58 | LR 0.001000
[2022-12-21 22:47:49,457::train::INFO] [Validate] Iter 25000 | Loss 43.952643 | Loss(Global) 43.952643 | Loss(Local) 0.000000
[2022-12-21 22:49:14,547::train::INFO] [Train] Iter 26000 | Loss 42.81 | Loss(Global) 42.81 | Loss(Local) 0.00 | Grad 390.00 | LR 0.001000
[2022-12-21 22:49:15,777::train::INFO] [Validate] Iter 26000 | Loss 44.422429 | Loss(Global) 44.422429 | Loss(Local) 0.000000
[2022-12-21 22:50:40,256::train::INFO] [Train] Iter 27000 | Loss 42.84 | Loss(Global) 42.84 | Loss(Local) 0.00 | Grad 421.97 | LR 0.001000
[2022-12-21 22:50:41,603::train::INFO] [Validate] Iter 27000 | Loss 42.757914 | Loss(Global) 42.757914 | Loss(Local) 0.000000
[2022-12-21 22:52:07,380::train::INFO] [Train] Iter 28000 | Loss 42.39 | Loss(Global) 42.39 | Loss(Local) 0.00 | Grad 390.02 | LR 0.001000
[2022-12-21 22:52:08,701::train::INFO] [Validate] Iter 28000 | Loss 44.053627 | Loss(Global) 44.053627 | Loss(Local) 0.000000
[2022-12-21 22:53:34,702::train::INFO] [Train] Iter 29000 | Loss 41.94 | Loss(Global) 41.94 | Loss(Local) 0.00 | Grad 387.72 | LR 0.001000
[2022-12-21 22:53:35,956::train::INFO] [Validate] Iter 29000 | Loss 43.240188 | Loss(Global) 43.240188 | Loss(Local) 0.000000
[2022-12-21 22:55:03,032::train::INFO] [Train] Iter 30000 | Loss 42.11 | Loss(Global) 42.11 | Loss(Local) 0.00 | Grad 396.84 | LR 0.001000
[2022-12-21 22:55:04,258::train::INFO] [Validate] Iter 30000 | Loss 44.651832 | Loss(Global) 44.651832 | Loss(Local) 0.000000
[2022-12-21 22:56:28,375::train::INFO] [Train] Iter 31000 | Loss 41.58 | Loss(Global) 41.58 | Loss(Local) 0.00 | Grad 372.60 | LR 0.001000
[2022-12-21 22:56:29,620::train::INFO] [Validate] Iter 31000 | Loss 42.951166 | Loss(Global) 42.951166 | Loss(Local) 0.000000
[2022-12-21 22:57:53,423::train::INFO] [Train] Iter 32000 | Loss 41.69 | Loss(Global) 41.69 | Loss(Local) 0.00 | Grad 392.06 | LR 0.001000
[2022-12-21 22:57:54,657::train::INFO] [Validate] Iter 32000 | Loss 44.400372 | Loss(Global) 44.400372 | Loss(Local) 0.000000
[2022-12-21 22:59:18,618::train::INFO] [Train] Iter 33000 | Loss 41.67 | Loss(Global) 41.67 | Loss(Local) 0.00 | Grad 409.10 | LR 0.001000
[2022-12-21 22:59:19,859::train::INFO] [Validate] Iter 33000 | Loss 42.010725 | Loss(Global) 42.010725 | Loss(Local) 0.000000
[2022-12-21 23:00:43,979::train::INFO] [Train] Iter 34000 | Loss 41.17 | Loss(Global) 41.17 | Loss(Local) 0.00 | Grad 373.90 | LR 0.001000
[2022-12-21 23:00:45,223::train::INFO] [Validate] Iter 34000 | Loss 41.821942 | Loss(Global) 41.821942 | Loss(Local) 0.000000
[2022-12-21 23:02:09,380::train::INFO] [Train] Iter 35000 | Loss 41.16 | Loss(Global) 41.16 | Loss(Local) 0.00 | Grad 403.50 | LR 0.001000
[2022-12-21 23:02:10,620::train::INFO] [Validate] Iter 35000 | Loss 45.508394 | Loss(Global) 45.508394 | Loss(Local) 0.000000
[2022-12-21 23:03:34,660::train::INFO] [Train] Iter 36000 | Loss 40.93 | Loss(Global) 40.93 | Loss(Local) 0.00 | Grad 402.36 | LR 0.001000
[2022-12-21 23:03:35,898::train::INFO] [Validate] Iter 36000 | Loss 42.246630 | Loss(Global) 42.246630 | Loss(Local) 0.000000
[2022-12-21 23:04:59,849::train::INFO] [Train] Iter 37000 | Loss 40.47 | Loss(Global) 40.47 | Loss(Local) 0.00 | Grad 357.03 | LR 0.001000
[2022-12-21 23:05:01,092::train::INFO] [Validate] Iter 37000 | Loss 44.200032 | Loss(Global) 44.200032 | Loss(Local) 0.000000
[2022-12-21 23:06:24,947::train::INFO] [Train] Iter 38000 | Loss 40.78 | Loss(Global) 40.78 | Loss(Local) 0.00 | Grad 413.90 | LR 0.001000
[2022-12-21 23:06:26,185::train::INFO] [Validate] Iter 38000 | Loss 45.207582 | Loss(Global) 45.207582 | Loss(Local) 0.000000
[2022-12-21 23:07:50,357::train::INFO] [Train] Iter 39000 | Loss 40.64 | Loss(Global) 40.64 | Loss(Local) 0.00 | Grad 407.97 | LR 0.001000
[2022-12-21 23:07:51,601::train::INFO] [Validate] Iter 39000 | Loss 41.282965 | Loss(Global) 41.282965 | Loss(Local) 0.000000
[2022-12-21 23:09:15,790::train::INFO] [Train] Iter 40000 | Loss 40.38 | Loss(Global) 40.38 | Loss(Local) 0.00 | Grad 394.58 | LR 0.001000
[2022-12-21 23:09:17,027::train::INFO] [Validate] Iter 40000 | Loss 41.856162 | Loss(Global) 41.856162 | Loss(Local) 0.000000
[2022-12-21 23:10:41,171::train::INFO] [Train] Iter 41000 | Loss 40.11 | Loss(Global) 40.11 | Loss(Local) 0.00 | Grad 395.66 | LR 0.001000
[2022-12-21 23:10:42,573::train::INFO] [Validate] Iter 41000 | Loss 43.594264 | Loss(Global) 43.594264 | Loss(Local) 0.000000
[2022-12-21 23:12:06,792::train::INFO] [Train] Iter 42000 | Loss 40.04 | Loss(Global) 40.04 | Loss(Local) 0.00 | Grad 388.61 | LR 0.001000
[2022-12-21 23:12:08,042::train::INFO] [Validate] Iter 42000 | Loss 43.347987 | Loss(Global) 43.347987 | Loss(Local) 0.000000
[2022-12-21 23:13:32,280::train::INFO] [Train] Iter 43000 | Loss 39.77 | Loss(Global) 39.77 | Loss(Local) 0.00 | Grad 390.40 | LR 0.001000
[2022-12-21 23:13:33,520::train::INFO] [Validate] Iter 43000 | Loss 43.228923 | Loss(Global) 43.228923 | Loss(Local) 0.000000
[2022-12-21 23:14:58,780::train::INFO] [Train] Iter 44000 | Loss 39.94 | Loss(Global) 39.94 | Loss(Local) 0.00 | Grad 402.09 | LR 0.001000
[2022-12-21 23:15:00,068::train::INFO] [Validate] Iter 44000 | Loss 41.751309 | Loss(Global) 41.751309 | Loss(Local) 0.000000
[2022-12-21 23:16:29,028::train::INFO] [Train] Iter 45000 | Loss 39.52 | Loss(Global) 39.52 | Loss(Local) 0.00 | Grad 397.03 | LR 0.001000
[2022-12-21 23:16:30,253::train::INFO] [Validate] Iter 45000 | Loss 41.792778 | Loss(Global) 41.792778 | Loss(Local) 0.000000
[2022-12-21 23:17:54,009::train::INFO] [Train] Iter 46000 | Loss 39.64 | Loss(Global) 39.64 | Loss(Local) 0.00 | Grad 411.26 | LR 0.001000
[2022-12-21 23:17:55,252::train::INFO] [Validate] Iter 46000 | Loss 41.276210 | Loss(Global) 41.276210 | Loss(Local) 0.000000
[2022-12-21 23:19:18,751::train::INFO] [Train] Iter 47000 | Loss 39.44 | Loss(Global) 39.44 | Loss(Local) 0.00 | Grad 392.06 | LR 0.001000
[2022-12-21 23:19:19,966::train::INFO] [Validate] Iter 47000 | Loss 41.966266 | Loss(Global) 41.966266 | Loss(Local) 0.000000
[2022-12-21 23:20:44,018::train::INFO] [Train] Iter 48000 | Loss 39.67 | Loss(Global) 39.67 | Loss(Local) 0.00 | Grad 427.57 | LR 0.001000
[2022-12-21 23:20:45,253::train::INFO] [Validate] Iter 48000 | Loss 42.189870 | Loss(Global) 42.189870 | Loss(Local) 0.000000
[2022-12-21 23:22:09,531::train::INFO] [Train] Iter 49000 | Loss 39.12 | Loss(Global) 39.12 | Loss(Local) 0.00 | Grad 375.06 | LR 0.001000
[2022-12-21 23:22:10,767::train::INFO] [Validate] Iter 49000 | Loss 43.874442 | Loss(Global) 43.874442 | Loss(Local) 0.000000
[2022-12-21 23:23:34,767::train::INFO] [Train] Iter 50000 | Loss 39.24 | Loss(Global) 39.24 | Loss(Local) 0.00 | Grad 401.60 | LR 0.001000
[2022-12-21 23:23:36,012::train::INFO] [Validate] Iter 50000 | Loss 41.599034 | Loss(Global) 41.599034 | Loss(Local) 0.000000
[2022-12-21 23:25:00,222::train::INFO] [Train] Iter 51000 | Loss 38.90 | Loss(Global) 38.90 | Loss(Local) 0.00 | Grad 386.24 | LR 0.001000
[2022-12-21 23:25:01,468::train::INFO] [Validate] Iter 51000 | Loss 40.380691 | Loss(Global) 40.380691 | Loss(Local) 0.000000
[2022-12-21 23:26:25,739::train::INFO] [Train] Iter 52000 | Loss 38.95 | Loss(Global) 38.95 | Loss(Local) 0.00 | Grad 398.32 | LR 0.001000
[2022-12-21 23:26:26,976::train::INFO] [Validate] Iter 52000 | Loss 43.178771 | Loss(Global) 43.178771 | Loss(Local) 0.000000
[2022-12-21 23:27:51,553::train::INFO] [Train] Iter 53000 | Loss 38.81 | Loss(Global) 38.81 | Loss(Local) 0.00 | Grad 399.01 | LR 0.001000
[2022-12-21 23:27:52,793::train::INFO] [Validate] Iter 53000 | Loss 42.717538 | Loss(Global) 42.717538 | Loss(Local) 0.000000
[2022-12-21 23:29:23,602::train::INFO] [Train] Iter 54000 | Loss 38.74 | Loss(Global) 38.74 | Loss(Local) 0.00 | Grad 390.71 | LR 0.001000
[2022-12-21 23:29:24,966::train::INFO] [Validate] Iter 54000 | Loss 40.591530 | Loss(Global) 40.591530 | Loss(Local) 0.000000
[2022-12-21 23:30:51,877::train::INFO] [Train] Iter 55000 | Loss 38.53 | Loss(Global) 38.53 | Loss(Local) 0.00 | Grad 348.18 | LR 0.001000
[2022-12-21 23:30:53,111::train::INFO] [Validate] Iter 55000 | Loss 41.789630 | Loss(Global) 41.789630 | Loss(Local) 0.000000
[2022-12-21 23:32:17,025::train::INFO] [Train] Iter 56000 | Loss 38.78 | Loss(Global) 38.78 | Loss(Local) 0.00 | Grad 373.64 | LR 0.001000
[2022-12-21 23:32:18,267::train::INFO] [Validate] Iter 56000 | Loss 41.571686 | Loss(Global) 41.571686 | Loss(Local) 0.000000
[2022-12-21 23:33:42,529::train::INFO] [Train] Iter 57000 | Loss 38.44 | Loss(Global) 38.44 | Loss(Local) 0.00 | Grad 375.83 | LR 0.001000
[2022-12-21 23:33:43,780::train::INFO] [Validate] Iter 57000 | Loss 41.063584 | Loss(Global) 41.063584 | Loss(Local) 0.000000
[2022-12-21 23:35:08,284::train::INFO] [Train] Iter 58000 | Loss 38.56 | Loss(Global) 38.56 | Loss(Local) 0.00 | Grad 399.41 | LR 0.001000
[2022-12-21 23:35:09,518::train::INFO] [Validate] Iter 58000 | Loss 40.081314 | Loss(Global) 40.081314 | Loss(Local) 0.000000
[2022-12-21 23:36:35,418::train::INFO] [Train] Iter 59000 | Loss 38.38 | Loss(Global) 38.38 | Loss(Local) 0.00 | Grad 377.24 | LR 0.001000
[2022-12-21 23:36:36,784::train::INFO] [Validate] Iter 59000 | Loss 40.826878 | Loss(Global) 40.826878 | Loss(Local) 0.000000
[2022-12-21 23:38:01,770::train::INFO] [Train] Iter 60000 | Loss 38.32 | Loss(Global) 38.32 | Loss(Local) 0.00 | Grad 406.61 | LR 0.001000
[2022-12-21 23:38:03,025::train::INFO] [Validate] Iter 60000 | Loss 41.839418 | Loss(Global) 41.839418 | Loss(Local) 0.000000
[2022-12-21 23:39:26,985::train::INFO] [Train] Iter 61000 | Loss 38.15 | Loss(Global) 38.15 | Loss(Local) 0.00 | Grad 390.10 | LR 0.001000
[2022-12-21 23:39:28,231::train::INFO] [Validate] Iter 61000 | Loss 40.181343 | Loss(Global) 40.181343 | Loss(Local) 0.000000
[2022-12-21 23:40:52,853::train::INFO] [Train] Iter 62000 | Loss 38.18 | Loss(Global) 38.18 | Loss(Local) 0.00 | Grad 394.14 | LR 0.001000
[2022-12-21 23:40:54,099::train::INFO] [Validate] Iter 62000 | Loss 44.848023 | Loss(Global) 44.848023 | Loss(Local) 0.000000
[2022-12-21 23:42:18,482::train::INFO] [Train] Iter 63000 | Loss 38.02 | Loss(Global) 38.02 | Loss(Local) 0.00 | Grad 399.39 | LR 0.001000
[2022-12-21 23:42:19,724::train::INFO] [Validate] Iter 63000 | Loss 39.600193 | Loss(Global) 39.600193 | Loss(Local) 0.000000
[2022-12-21 23:43:45,192::train::INFO] [Train] Iter 64000 | Loss 38.12 | Loss(Global) 38.12 | Loss(Local) 0.00 | Grad 385.63 | LR 0.001000
[2022-12-21 23:43:46,432::train::INFO] [Validate] Iter 64000 | Loss 40.490699 | Loss(Global) 40.490699 | Loss(Local) 0.000000
[2022-12-21 23:45:11,646::train::INFO] [Train] Iter 65000 | Loss 37.87 | Loss(Global) 37.87 | Loss(Local) 0.00 | Grad 382.43 | LR 0.001000
[2022-12-21 23:45:12,996::train::INFO] [Validate] Iter 65000 | Loss 40.944091 | Loss(Global) 40.944091 | Loss(Local) 0.000000
[2022-12-21 23:46:39,533::train::INFO] [Train] Iter 66000 | Loss 38.03 | Loss(Global) 38.03 | Loss(Local) 0.00 | Grad 394.29 | LR 0.001000
[2022-12-21 23:46:40,801::train::INFO] [Validate] Iter 66000 | Loss 41.402410 | Loss(Global) 41.402410 | Loss(Local) 0.000000
[2022-12-21 23:48:04,892::train::INFO] [Train] Iter 67000 | Loss 37.86 | Loss(Global) 37.86 | Loss(Local) 0.00 | Grad 393.19 | LR 0.001000
[2022-12-21 23:48:06,117::train::INFO] [Validate] Iter 67000 | Loss 40.705847 | Loss(Global) 40.705847 | Loss(Local) 0.000000
[2022-12-21 23:49:30,234::train::INFO] [Train] Iter 68000 | Loss 37.62 | Loss(Global) 37.62 | Loss(Local) 0.00 | Grad 388.78 | LR 0.001000
[2022-12-21 23:49:31,460::train::INFO] [Validate] Iter 68000 | Loss 39.344969 | Loss(Global) 39.344969 | Loss(Local) 0.000000
[2022-12-21 23:50:55,704::train::INFO] [Train] Iter 69000 | Loss 37.67 | Loss(Global) 37.67 | Loss(Local) 0.00 | Grad 386.92 | LR 0.001000
[2022-12-21 23:50:56,935::train::INFO] [Validate] Iter 69000 | Loss 43.583187 | Loss(Global) 43.583187 | Loss(Local) 0.000000
[2022-12-21 23:52:20,798::train::INFO] [Train] Iter 70000 | Loss 37.87 | Loss(Global) 37.87 | Loss(Local) 0.00 | Grad 395.38 | LR 0.001000
[2022-12-21 23:52:22,020::train::INFO] [Validate] Iter 70000 | Loss 40.706318 | Loss(Global) 40.706318 | Loss(Local) 0.000000
[2022-12-21 23:53:46,869::train::INFO] [Train] Iter 71000 | Loss 37.75 | Loss(Global) 37.75 | Loss(Local) 0.00 | Grad 416.93 | LR 0.001000
[2022-12-21 23:53:48,149::train::INFO] [Validate] Iter 71000 | Loss 43.273242 | Loss(Global) 43.273242 | Loss(Local) 0.000000
[2022-12-21 23:55:13,145::train::INFO] [Train] Iter 72000 | Loss 37.37 | Loss(Global) 37.37 | Loss(Local) 0.00 | Grad 376.47 | LR 0.001000
[2022-12-21 23:55:14,419::train::INFO] [Validate] Iter 72000 | Loss 40.166411 | Loss(Global) 40.166411 | Loss(Local) 0.000000
[2022-12-21 23:56:38,576::train::INFO] [Train] Iter 73000 | Loss 37.59 | Loss(Global) 37.59 | Loss(Local) 0.00 | Grad 398.74 | LR 0.001000
[2022-12-21 23:56:39,815::train::INFO] [Validate] Iter 73000 | Loss 41.288224 | Loss(Global) 41.288224 | Loss(Local) 0.000000
[2022-12-21 23:58:03,918::train::INFO] [Train] Iter 74000 | Loss 37.42 | Loss(Global) 37.42 | Loss(Local) 0.00 | Grad 411.82 | LR 0.001000
[2022-12-21 23:58:05,153::train::INFO] [Validate] Iter 74000 | Loss 41.053695 | Loss(Global) 41.053695 | Loss(Local) 0.000000
[2022-12-21 23:59:28,846::train::INFO] [Train] Iter 75000 | Loss 37.20 | Loss(Global) 37.20 | Loss(Local) 0.00 | Grad 406.12 | LR 0.001000
[2022-12-21 23:59:30,069::train::INFO] [Validate] Iter 75000 | Loss 43.472654 | Loss(Global) 43.472654 | Loss(Local) 0.000000
[2022-12-22 00:00:54,193::train::INFO] [Train] Iter 76000 | Loss 37.21 | Loss(Global) 37.21 | Loss(Local) 0.00 | Grad 380.50 | LR 0.001000
[2022-12-22 00:00:55,439::train::INFO] [Validate] Iter 76000 | Loss 42.439365 | Loss(Global) 42.439365 | Loss(Local) 0.000000
[2022-12-22 00:02:20,068::train::INFO] [Train] Iter 77000 | Loss 37.34 | Loss(Global) 37.34 | Loss(Local) 0.00 | Grad 399.01 | LR 0.001000
[2022-12-22 00:02:21,327::train::INFO] [Validate] Iter 77000 | Loss 40.740626 | Loss(Global) 40.740626 | Loss(Local) 0.000000
[2022-12-22 00:03:46,106::train::INFO] [Train] Iter 78000 | Loss 37.14 | Loss(Global) 37.14 | Loss(Local) 0.00 | Grad 393.86 | LR 0.001000
[2022-12-22 00:03:47,348::train::INFO] [Validate] Iter 78000 | Loss 41.446886 | Loss(Global) 41.446886 | Loss(Local) 0.000000
[2022-12-22 00:05:12,102::train::INFO] [Train] Iter 79000 | Loss 37.10 | Loss(Global) 37.10 | Loss(Local) 0.00 | Grad 393.48 | LR 0.001000
[2022-12-22 00:05:13,366::train::INFO] [Validate] Iter 79000 | Loss 40.915881 | Loss(Global) 40.915881 | Loss(Local) 0.000000
[2022-12-22 00:06:37,767::train::INFO] [Train] Iter 80000 | Loss 35.94 | Loss(Global) 35.94 | Loss(Local) 0.00 | Grad 364.55 | LR 0.000800
