[2022-11-01 04:40:01,020::train::INFO] Namespace(config='configs/exp7/ts_dv3_newedge_nolocal.yml', device='cuda', fn='_', logdir='./logs', name='dv3_newedge_nolocal', pretrain='', project='TS-geom-exp7', resume_iter=None, tag='dv3_newedge_nolocal')
[2022-11-01 04:40:01,020::train::INFO] {'model': {'type': 'diffusion', 'network': 'dualenc_ver3_newedge_nolocal', 'hidden_dim': 128, 'num_convs': 6, 'num_convs_local': 4, 'cutoff': 6.0, 'mlp_act': 'ReLU', 'beta_schedule': 'sigmoid', 'beta_start': 1e-07, 'beta_end': 0.002, 'num_diffusion_timesteps': 5000, 'edge_order': 3, 'edge_encoder': 'mlp', 'smooth_conv': True, 'TS': True, 'feat_dim': 25, 'edge_cat_act': 'swish', 'dropout': 0.1}, 'train': {'seed': 2022, 'batch_size': 200, 'val_freq': 1000, 'max_iters': 300000, 'max_grad_norm': 3000.0, 'anneal_power': 2.0, 'optimizer': {'type': 'adam', 'lr': 0.001, 'weight_decay': 0.0, 'beta1': 0.95, 'beta2': 0.999}, 'scheduler': {'type': 'plateau', 'factor': 0.8, 'patience': 10, 'min_lr': 2e-05}}, 'dataset': {'train': 'data/TS/b97d3/train_data.pkl', 'val': 'data/TS/b97d3/val_data.pkl', 'test': 'data/TS/b97d3/test_data.pkl'}}
[2022-11-01 04:40:07,372::train::INFO] Loading datasets...
[2022-11-01 04:47:37,654::train::INFO] [Validate] Iter 05000 | Loss 52.503203 | Loss(Global) 52.503203 | Loss(Local) 0.000000
[2022-11-01 04:49:04,551::train::INFO] [Train] Iter 06000 | Loss 53.57 | Loss(Global) 53.57 | Loss(Local) 0.00 | Grad 522.01 | LR 0.001000
[2022-11-01 04:49:05,815::train::INFO] [Validate] Iter 06000 | Loss 52.729749 | Loss(Global) 52.729749 | Loss(Local) 0.000000
[2022-11-01 04:50:32,229::train::INFO] [Train] Iter 07000 | Loss 52.35 | Loss(Global) 52.35 | Loss(Local) 0.00 | Grad 495.43 | LR 0.001000
[2022-11-01 04:50:33,542::train::INFO] [Validate] Iter 07000 | Loss 51.608885 | Loss(Global) 51.608885 | Loss(Local) 0.000000
[2022-11-01 04:51:59,701::train::INFO] [Train] Iter 08000 | Loss 51.33 | Loss(Global) 51.33 | Loss(Local) 0.00 | Grad 509.84 | LR 0.001000
[2022-11-01 04:52:00,947::train::INFO] [Validate] Iter 08000 | Loss 50.415604 | Loss(Global) 50.415604 | Loss(Local) 0.000000
[2022-11-01 04:53:27,024::train::INFO] [Train] Iter 09000 | Loss 50.53 | Loss(Global) 50.53 | Loss(Local) 0.00 | Grad 482.66 | LR 0.001000
[2022-11-01 04:53:28,275::train::INFO] [Validate] Iter 09000 | Loss 50.527431 | Loss(Global) 50.527431 | Loss(Local) 0.000000
[2022-11-01 04:54:56,323::train::INFO] [Train] Iter 10000 | Loss 49.11 | Loss(Global) 49.11 | Loss(Local) 0.00 | Grad 432.79 | LR 0.001000
[2022-11-01 04:54:57,641::train::INFO] [Validate] Iter 10000 | Loss 47.927161 | Loss(Global) 47.927161 | Loss(Local) 0.000000
[2022-11-01 04:56:24,579::train::INFO] [Train] Iter 11000 | Loss 48.68 | Loss(Global) 48.68 | Loss(Local) 0.00 | Grad 466.69 | LR 0.001000
[2022-11-01 04:56:25,878::train::INFO] [Validate] Iter 11000 | Loss 49.028166 | Loss(Global) 49.028166 | Loss(Local) 0.000000
[2022-11-01 04:57:51,849::train::INFO] [Train] Iter 12000 | Loss 47.69 | Loss(Global) 47.69 | Loss(Local) 0.00 | Grad 424.34 | LR 0.001000
[2022-11-01 04:57:53,092::train::INFO] [Validate] Iter 12000 | Loss 48.873521 | Loss(Global) 48.873521 | Loss(Local) 0.000000
[2022-11-01 04:59:19,093::train::INFO] [Train] Iter 13000 | Loss 47.50 | Loss(Global) 47.50 | Loss(Local) 0.00 | Grad 449.05 | LR 0.001000
[2022-11-01 04:59:20,329::train::INFO] [Validate] Iter 13000 | Loss 45.132523 | Loss(Global) 45.132523 | Loss(Local) 0.000000
[2022-11-01 05:00:47,885::train::INFO] [Train] Iter 14000 | Loss 46.74 | Loss(Global) 46.74 | Loss(Local) 0.00 | Grad 428.13 | LR 0.001000
[2022-11-01 05:00:49,129::train::INFO] [Validate] Iter 14000 | Loss 45.743159 | Loss(Global) 45.743159 | Loss(Local) 0.000000
[2022-11-01 05:02:15,218::train::INFO] [Train] Iter 15000 | Loss 46.45 | Loss(Global) 46.45 | Loss(Local) 0.00 | Grad 452.40 | LR 0.001000
[2022-11-01 05:02:16,551::train::INFO] [Validate] Iter 15000 | Loss 48.588029 | Loss(Global) 48.588029 | Loss(Local) 0.000000
[2022-11-01 05:03:43,100::train::INFO] [Train] Iter 16000 | Loss 45.98 | Loss(Global) 45.98 | Loss(Local) 0.00 | Grad 422.14 | LR 0.001000
[2022-11-01 05:03:44,412::train::INFO] [Validate] Iter 16000 | Loss 44.901370 | Loss(Global) 44.901370 | Loss(Local) 0.000000
[2022-11-01 05:05:10,803::train::INFO] [Train] Iter 17000 | Loss 45.14 | Loss(Global) 45.14 | Loss(Local) 0.00 | Grad 418.15 | LR 0.001000
[2022-11-01 05:05:12,050::train::INFO] [Validate] Iter 17000 | Loss 46.919415 | Loss(Global) 46.919415 | Loss(Local) 0.000000
[2022-11-01 05:06:40,618::train::INFO] [Train] Iter 18000 | Loss 44.87 | Loss(Global) 44.87 | Loss(Local) 0.00 | Grad 419.25 | LR 0.001000
[2022-11-01 05:06:41,863::train::INFO] [Validate] Iter 18000 | Loss 44.597680 | Loss(Global) 44.597680 | Loss(Local) 0.000000
[2022-11-01 05:08:08,797::train::INFO] [Train] Iter 19000 | Loss 44.82 | Loss(Global) 44.82 | Loss(Local) 0.00 | Grad 414.28 | LR 0.001000
[2022-11-01 05:08:10,043::train::INFO] [Validate] Iter 19000 | Loss 44.653818 | Loss(Global) 44.653818 | Loss(Local) 0.000000
[2022-11-01 05:09:35,217::train::INFO] [Train] Iter 20000 | Loss 44.25 | Loss(Global) 44.25 | Loss(Local) 0.00 | Grad 399.77 | LR 0.001000
[2022-11-01 05:09:36,456::train::INFO] [Validate] Iter 20000 | Loss 44.516209 | Loss(Global) 44.516209 | Loss(Local) 0.000000
[2022-11-01 05:11:01,402::train::INFO] [Train] Iter 21000 | Loss 44.07 | Loss(Global) 44.07 | Loss(Local) 0.00 | Grad 413.91 | LR 0.001000
[2022-11-01 05:11:02,644::train::INFO] [Validate] Iter 21000 | Loss 45.381250 | Loss(Global) 45.381250 | Loss(Local) 0.000000
[2022-11-01 05:12:29,498::train::INFO] [Train] Iter 22000 | Loss 43.61 | Loss(Global) 43.61 | Loss(Local) 0.00 | Grad 385.39 | LR 0.001000
[2022-11-01 05:12:30,747::train::INFO] [Validate] Iter 22000 | Loss 43.124673 | Loss(Global) 43.124673 | Loss(Local) 0.000000
[2022-11-01 05:13:56,729::train::INFO] [Train] Iter 23000 | Loss 43.28 | Loss(Global) 43.28 | Loss(Local) 0.00 | Grad 399.60 | LR 0.001000
[2022-11-01 05:13:58,043::train::INFO] [Validate] Iter 23000 | Loss 44.866312 | Loss(Global) 44.866312 | Loss(Local) 0.000000
[2022-11-01 05:15:24,756::train::INFO] [Train] Iter 24000 | Loss 43.34 | Loss(Global) 43.34 | Loss(Local) 0.00 | Grad 425.72 | LR 0.001000
[2022-11-01 05:15:26,045::train::INFO] [Validate] Iter 24000 | Loss 43.455125 | Loss(Global) 43.455125 | Loss(Local) 0.000000
[2022-11-01 05:16:54,005::train::INFO] [Train] Iter 25000 | Loss 43.02 | Loss(Global) 43.02 | Loss(Local) 0.00 | Grad 414.20 | LR 0.001000
[2022-11-01 05:16:55,336::train::INFO] [Validate] Iter 25000 | Loss 41.033047 | Loss(Global) 41.033047 | Loss(Local) 0.000000
[2022-11-01 05:18:21,957::train::INFO] [Train] Iter 26000 | Loss 42.84 | Loss(Global) 42.84 | Loss(Local) 0.00 | Grad 402.45 | LR 0.001000
[2022-11-01 05:18:23,197::train::INFO] [Validate] Iter 26000 | Loss 41.730628 | Loss(Global) 41.730628 | Loss(Local) 0.000000
[2022-11-01 05:19:49,527::train::INFO] [Train] Iter 27000 | Loss 42.87 | Loss(Global) 42.87 | Loss(Local) 0.00 | Grad 436.74 | LR 0.001000
[2022-11-01 05:19:50,763::train::INFO] [Validate] Iter 27000 | Loss 46.731039 | Loss(Global) 46.731039 | Loss(Local) 0.000000
[2022-11-01 05:21:17,172::train::INFO] [Train] Iter 28000 | Loss 42.48 | Loss(Global) 42.48 | Loss(Local) 0.00 | Grad 408.08 | LR 0.001000
[2022-11-01 05:21:18,418::train::INFO] [Validate] Iter 28000 | Loss 47.713786 | Loss(Global) 47.713786 | Loss(Local) 0.000000
[2022-11-01 05:22:45,614::train::INFO] [Train] Iter 29000 | Loss 41.83 | Loss(Global) 41.83 | Loss(Local) 0.00 | Grad 367.54 | LR 0.001000
[2022-11-01 05:22:46,870::train::INFO] [Validate] Iter 29000 | Loss 41.612992 | Loss(Global) 41.612992 | Loss(Local) 0.000000
[2022-11-01 05:24:13,045::train::INFO] [Train] Iter 30000 | Loss 41.61 | Loss(Global) 41.61 | Loss(Local) 0.00 | Grad 389.23 | LR 0.001000
[2022-11-01 05:24:14,280::train::INFO] [Validate] Iter 30000 | Loss 43.496071 | Loss(Global) 43.496071 | Loss(Local) 0.000000
[2022-11-01 05:25:40,817::train::INFO] [Train] Iter 31000 | Loss 41.87 | Loss(Global) 41.87 | Loss(Local) 0.00 | Grad 406.13 | LR 0.001000
[2022-11-01 05:25:42,052::train::INFO] [Validate] Iter 31000 | Loss 41.799838 | Loss(Global) 41.799838 | Loss(Local) 0.000000
[2022-11-01 05:27:08,930::train::INFO] [Train] Iter 32000 | Loss 41.81 | Loss(Global) 41.81 | Loss(Local) 0.00 | Grad 396.43 | LR 0.001000
[2022-11-01 05:27:10,167::train::INFO] [Validate] Iter 32000 | Loss 42.582279 | Loss(Global) 42.582279 | Loss(Local) 0.000000
[2022-11-01 05:28:35,972::train::INFO] [Train] Iter 33000 | Loss 40.92 | Loss(Global) 40.92 | Loss(Local) 0.00 | Grad 362.64 | LR 0.001000
[2022-11-01 05:28:37,308::train::INFO] [Validate] Iter 33000 | Loss 50.892762 | Loss(Global) 50.892762 | Loss(Local) 0.000000
[2022-11-01 05:30:03,362::train::INFO] [Train] Iter 34000 | Loss 41.23 | Loss(Global) 41.23 | Loss(Local) 0.00 | Grad 397.26 | LR 0.001000
[2022-11-01 05:30:04,612::train::INFO] [Validate] Iter 34000 | Loss 40.259723 | Loss(Global) 40.259723 | Loss(Local) 0.000000
[2022-11-01 05:31:31,744::train::INFO] [Train] Iter 35000 | Loss 41.19 | Loss(Global) 41.19 | Loss(Local) 0.00 | Grad 395.73 | LR 0.001000
[2022-11-01 05:31:32,991::train::INFO] [Validate] Iter 35000 | Loss 42.269582 | Loss(Global) 42.269582 | Loss(Local) 0.000000
[2022-11-01 05:32:58,332::train::INFO] [Train] Iter 36000 | Loss 40.75 | Loss(Global) 40.75 | Loss(Local) 0.00 | Grad 388.57 | LR 0.001000
[2022-11-01 05:32:59,591::train::INFO] [Validate] Iter 36000 | Loss 40.957848 | Loss(Global) 40.957848 | Loss(Local) 0.000000
[2022-11-01 05:34:26,477::train::INFO] [Train] Iter 37000 | Loss 40.55 | Loss(Global) 40.55 | Loss(Local) 0.00 | Grad 356.56 | LR 0.001000
[2022-11-01 05:34:27,749::train::INFO] [Validate] Iter 37000 | Loss 41.143184 | Loss(Global) 41.143184 | Loss(Local) 0.000000
[2022-11-01 05:35:56,164::train::INFO] [Train] Iter 38000 | Loss 40.99 | Loss(Global) 40.99 | Loss(Local) 0.00 | Grad 407.71 | LR 0.001000
[2022-11-01 05:35:57,408::train::INFO] [Validate] Iter 38000 | Loss 43.535548 | Loss(Global) 43.535548 | Loss(Local) 0.000000
[2022-11-01 05:37:23,671::train::INFO] [Train] Iter 39000 | Loss 40.59 | Loss(Global) 40.59 | Loss(Local) 0.00 | Grad 384.23 | LR 0.001000
[2022-11-01 05:37:24,994::train::INFO] [Validate] Iter 39000 | Loss 42.452821 | Loss(Global) 42.452821 | Loss(Local) 0.000000
[2022-11-01 05:38:52,373::train::INFO] [Train] Iter 40000 | Loss 40.37 | Loss(Global) 40.37 | Loss(Local) 0.00 | Grad 382.98 | LR 0.001000
[2022-11-01 05:38:53,614::train::INFO] [Validate] Iter 40000 | Loss 41.043850 | Loss(Global) 41.043850 | Loss(Local) 0.000000
[2022-11-01 05:40:20,510::train::INFO] [Train] Iter 41000 | Loss 40.06 | Loss(Global) 40.06 | Loss(Local) 0.00 | Grad 359.89 | LR 0.001000
[2022-11-01 05:40:21,845::train::INFO] [Validate] Iter 41000 | Loss 40.591310 | Loss(Global) 40.591310 | Loss(Local) 0.000000
[2022-11-01 05:41:52,321::train::INFO] [Train] Iter 42000 | Loss 40.00 | Loss(Global) 40.00 | Loss(Local) 0.00 | Grad 377.48 | LR 0.001000
[2022-11-01 05:41:53,571::train::INFO] [Validate] Iter 42000 | Loss 38.217085 | Loss(Global) 38.217085 | Loss(Local) 0.000000
[2022-11-01 05:43:19,386::train::INFO] [Train] Iter 43000 | Loss 39.71 | Loss(Global) 39.71 | Loss(Local) 0.00 | Grad 379.19 | LR 0.001000
[2022-11-01 05:43:20,728::train::INFO] [Validate] Iter 43000 | Loss 39.936791 | Loss(Global) 39.936791 | Loss(Local) 0.000000
[2022-11-01 05:44:48,557::train::INFO] [Train] Iter 44000 | Loss 39.78 | Loss(Global) 39.78 | Loss(Local) 0.00 | Grad 381.12 | LR 0.001000
[2022-11-01 05:44:49,810::train::INFO] [Validate] Iter 44000 | Loss 40.147279 | Loss(Global) 40.147279 | Loss(Local) 0.000000
[2022-11-01 05:46:15,800::train::INFO] [Train] Iter 45000 | Loss 39.67 | Loss(Global) 39.67 | Loss(Local) 0.00 | Grad 399.86 | LR 0.001000
[2022-11-01 05:46:17,055::train::INFO] [Validate] Iter 45000 | Loss 39.369021 | Loss(Global) 39.369021 | Loss(Local) 0.000000
[2022-11-01 05:47:43,848::train::INFO] [Train] Iter 46000 | Loss 39.62 | Loss(Global) 39.62 | Loss(Local) 0.00 | Grad 381.20 | LR 0.001000
[2022-11-01 05:47:45,103::train::INFO] [Validate] Iter 46000 | Loss 39.874766 | Loss(Global) 39.874766 | Loss(Local) 0.000000
[2022-11-01 05:49:11,328::train::INFO] [Train] Iter 47000 | Loss 39.30 | Loss(Global) 39.30 | Loss(Local) 0.00 | Grad 377.59 | LR 0.001000
[2022-11-01 05:49:12,588::train::INFO] [Validate] Iter 47000 | Loss 40.323948 | Loss(Global) 40.323948 | Loss(Local) 0.000000
[2022-11-01 05:50:38,335::train::INFO] [Train] Iter 48000 | Loss 39.05 | Loss(Global) 39.05 | Loss(Local) 0.00 | Grad 364.56 | LR 0.001000
[2022-11-01 05:50:39,578::train::INFO] [Validate] Iter 48000 | Loss 38.797315 | Loss(Global) 38.797315 | Loss(Local) 0.000000
[2022-11-01 05:52:05,402::train::INFO] [Train] Iter 49000 | Loss 39.48 | Loss(Global) 39.48 | Loss(Local) 0.00 | Grad 397.23 | LR 0.001000
[2022-11-01 05:52:06,671::train::INFO] [Validate] Iter 49000 | Loss 41.534795 | Loss(Global) 41.534795 | Loss(Local) 0.000000
[2022-11-01 05:53:32,863::train::INFO] [Train] Iter 50000 | Loss 39.10 | Loss(Global) 39.10 | Loss(Local) 0.00 | Grad 392.90 | LR 0.001000
[2022-11-01 05:53:34,116::train::INFO] [Validate] Iter 50000 | Loss 40.565833 | Loss(Global) 40.565833 | Loss(Local) 0.000000
[2022-11-01 05:55:00,060::train::INFO] [Train] Iter 51000 | Loss 39.09 | Loss(Global) 39.09 | Loss(Local) 0.00 | Grad 384.79 | LR 0.001000
[2022-11-01 05:55:01,295::train::INFO] [Validate] Iter 51000 | Loss 39.432186 | Loss(Global) 39.432186 | Loss(Local) 0.000000
[2022-11-01 05:56:26,741::train::INFO] [Train] Iter 52000 | Loss 39.19 | Loss(Global) 39.19 | Loss(Local) 0.00 | Grad 406.74 | LR 0.001000
[2022-11-01 05:56:28,110::train::INFO] [Validate] Iter 52000 | Loss 40.274909 | Loss(Global) 40.274909 | Loss(Local) 0.000000
[2022-11-01 05:57:55,218::train::INFO] [Train] Iter 53000 | Loss 38.65 | Loss(Global) 38.65 | Loss(Local) 0.00 | Grad 367.08 | LR 0.001000
[2022-11-01 05:57:56,474::train::INFO] [Validate] Iter 53000 | Loss 38.401334 | Loss(Global) 38.401334 | Loss(Local) 0.000000
[2022-11-01 05:59:22,129::train::INFO] [Train] Iter 54000 | Loss 37.73 | Loss(Global) 37.73 | Loss(Local) 0.00 | Grad 363.11 | LR 0.000800
[2022-11-01 05:59:23,392::train::INFO] [Validate] Iter 54000 | Loss 37.525366 | Loss(Global) 37.525366 | Loss(Local) 0.000000
[2022-11-01 06:00:51,256::train::INFO] [Train] Iter 55000 | Loss 37.47 | Loss(Global) 37.47 | Loss(Local) 0.00 | Grad 374.35 | LR 0.000800
[2022-11-01 06:00:52,566::train::INFO] [Validate] Iter 55000 | Loss 41.658679 | Loss(Global) 41.658679 | Loss(Local) 0.000000
[2022-11-01 06:02:18,879::train::INFO] [Train] Iter 56000 | Loss 37.38 | Loss(Global) 37.38 | Loss(Local) 0.00 | Grad 375.98 | LR 0.000800
[2022-11-01 06:02:20,198::train::INFO] [Validate] Iter 56000 | Loss 37.373066 | Loss(Global) 37.373066 | Loss(Local) 0.000000
[2022-11-01 06:03:45,636::train::INFO] [Train] Iter 57000 | Loss 37.36 | Loss(Global) 37.36 | Loss(Local) 0.00 | Grad 380.42 | LR 0.000800
[2022-11-01 06:03:46,881::train::INFO] [Validate] Iter 57000 | Loss 37.499369 | Loss(Global) 37.499369 | Loss(Local) 0.000000
[2022-11-01 06:05:13,406::train::INFO] [Train] Iter 58000 | Loss 37.15 | Loss(Global) 37.15 | Loss(Local) 0.00 | Grad 377.03 | LR 0.000800
[2022-11-01 06:05:14,666::train::INFO] [Validate] Iter 58000 | Loss 37.510100 | Loss(Global) 37.510100 | Loss(Local) 0.000000
[2022-11-01 06:06:41,331::train::INFO] [Train] Iter 59000 | Loss 37.11 | Loss(Global) 37.11 | Loss(Local) 0.00 | Grad 376.60 | LR 0.000800
[2022-11-01 06:06:42,644::train::INFO] [Validate] Iter 59000 | Loss 39.066716 | Loss(Global) 39.066716 | Loss(Local) 0.000000
[2022-11-01 06:08:08,895::train::INFO] [Train] Iter 60000 | Loss 37.10 | Loss(Global) 37.10 | Loss(Local) 0.00 | Grad 401.88 | LR 0.000800
[2022-11-01 06:08:10,144::train::INFO] [Validate] Iter 60000 | Loss 37.144928 | Loss(Global) 37.144928 | Loss(Local) 0.000000
[2022-11-01 06:09:36,244::train::INFO] [Train] Iter 61000 | Loss 37.00 | Loss(Global) 37.00 | Loss(Local) 0.00 | Grad 383.48 | LR 0.000800
[2022-11-01 06:09:37,494::train::INFO] [Validate] Iter 61000 | Loss 37.105456 | Loss(Global) 37.105456 | Loss(Local) 0.000000
[2022-11-01 06:11:05,148::train::INFO] [Train] Iter 62000 | Loss 36.75 | Loss(Global) 36.75 | Loss(Local) 0.00 | Grad 383.11 | LR 0.000800
[2022-11-01 06:11:06,406::train::INFO] [Validate] Iter 62000 | Loss 40.398656 | Loss(Global) 40.398656 | Loss(Local) 0.000000
[2022-11-01 06:12:32,466::train::INFO] [Train] Iter 63000 | Loss 36.63 | Loss(Global) 36.63 | Loss(Local) 0.00 | Grad 357.63 | LR 0.000800
[2022-11-01 06:12:33,709::train::INFO] [Validate] Iter 63000 | Loss 37.121015 | Loss(Global) 37.121015 | Loss(Local) 0.000000
[2022-11-01 06:13:59,509::train::INFO] [Train] Iter 64000 | Loss 36.73 | Loss(Global) 36.73 | Loss(Local) 0.00 | Grad 368.60 | LR 0.000800
[2022-11-01 06:14:00,766::train::INFO] [Validate] Iter 64000 | Loss 36.664495 | Loss(Global) 36.664495 | Loss(Local) 0.000000
[2022-11-01 06:15:27,395::train::INFO] [Train] Iter 65000 | Loss 36.86 | Loss(Global) 36.86 | Loss(Local) 0.00 | Grad 364.80 | LR 0.000800
[2022-11-01 06:15:28,640::train::INFO] [Validate] Iter 65000 | Loss 37.804630 | Loss(Global) 37.804630 | Loss(Local) 0.000000
[2022-11-01 06:16:54,370::train::INFO] [Train] Iter 66000 | Loss 36.74 | Loss(Global) 36.74 | Loss(Local) 0.00 | Grad 397.85 | LR 0.000800
[2022-11-01 06:16:55,615::train::INFO] [Validate] Iter 66000 | Loss 37.643144 | Loss(Global) 37.643144 | Loss(Local) 0.000000
[2022-11-01 06:18:21,821::train::INFO] [Train] Iter 67000 | Loss 36.40 | Loss(Global) 36.40 | Loss(Local) 0.00 | Grad 364.32 | LR 0.000800
[2022-11-01 06:18:23,068::train::INFO] [Validate] Iter 67000 | Loss 38.742926 | Loss(Global) 38.742926 | Loss(Local) 0.000000
[2022-11-01 06:19:48,979::train::INFO] [Train] Iter 68000 | Loss 36.60 | Loss(Global) 36.60 | Loss(Local) 0.00 | Grad 410.54 | LR 0.000800
[2022-11-01 06:19:50,234::train::INFO] [Validate] Iter 68000 | Loss 36.835531 | Loss(Global) 36.835531 | Loss(Local) 0.000000
[2022-11-01 06:21:15,605::train::INFO] [Train] Iter 69000 | Loss 36.55 | Loss(Global) 36.55 | Loss(Local) 0.00 | Grad 380.21 | LR 0.000800
[2022-11-01 06:21:16,917::train::INFO] [Validate] Iter 69000 | Loss 39.560151 | Loss(Global) 39.560151 | Loss(Local) 0.000000
[2022-11-01 06:22:42,870::train::INFO] [Train] Iter 70000 | Loss 36.25 | Loss(Global) 36.25 | Loss(Local) 0.00 | Grad 369.44 | LR 0.000800
[2022-11-01 06:22:44,118::train::INFO] [Validate] Iter 70000 | Loss 36.431580 | Loss(Global) 36.431580 | Loss(Local) 0.000000
[2022-11-01 06:24:10,249::train::INFO] [Train] Iter 71000 | Loss 36.38 | Loss(Global) 36.38 | Loss(Local) 0.00 | Grad 389.24 | LR 0.000800
[2022-11-01 06:24:11,514::train::INFO] [Validate] Iter 71000 | Loss 38.125356 | Loss(Global) 38.125356 | Loss(Local) 0.000000
[2022-11-01 06:25:37,632::train::INFO] [Train] Iter 72000 | Loss 36.31 | Loss(Global) 36.31 | Loss(Local) 0.00 | Grad 402.21 | LR 0.000800
[2022-11-01 06:25:38,947::train::INFO] [Validate] Iter 72000 | Loss 37.226612 | Loss(Global) 37.226612 | Loss(Local) 0.000000
[2022-11-01 06:27:07,829::train::INFO] [Train] Iter 73000 | Loss 36.38 | Loss(Global) 36.38 | Loss(Local) 0.00 | Grad 412.03 | LR 0.000800
[2022-11-01 06:27:09,075::train::INFO] [Validate] Iter 73000 | Loss 37.050139 | Loss(Global) 37.050139 | Loss(Local) 0.000000
[2022-11-01 06:28:34,635::train::INFO] [Train] Iter 74000 | Loss 36.42 | Loss(Global) 36.42 | Loss(Local) 0.00 | Grad 389.73 | LR 0.000800
[2022-11-01 06:28:35,883::train::INFO] [Validate] Iter 74000 | Loss 37.787912 | Loss(Global) 37.787912 | Loss(Local) 0.000000
[2022-11-01 06:30:02,316::train::INFO] [Train] Iter 75000 | Loss 36.18 | Loss(Global) 36.18 | Loss(Local) 0.00 | Grad 374.97 | LR 0.000800
[2022-11-01 06:30:03,679::train::INFO] [Validate] Iter 75000 | Loss 39.202506 | Loss(Global) 39.202506 | Loss(Local) 0.000000
[2022-11-01 06:31:29,777::train::INFO] [Train] Iter 76000 | Loss 36.04 | Loss(Global) 36.04 | Loss(Local) 0.00 | Grad 396.09 | LR 0.000800
[2022-11-01 06:31:31,015::train::INFO] [Validate] Iter 76000 | Loss 38.045766 | Loss(Global) 38.045766 | Loss(Local) 0.000000
[2022-11-01 06:33:00,116::train::INFO] [Train] Iter 77000 | Loss 36.13 | Loss(Global) 36.13 | Loss(Local) 0.00 | Grad 406.22 | LR 0.000800
[2022-11-01 06:33:01,353::train::INFO] [Validate] Iter 77000 | Loss 38.577325 | Loss(Global) 38.577325 | Loss(Local) 0.000000
[2022-11-01 06:34:27,244::train::INFO] [Train] Iter 78000 | Loss 35.83 | Loss(Global) 35.83 | Loss(Local) 0.00 | Grad 376.62 | LR 0.000800
[2022-11-01 06:34:28,556::train::INFO] [Validate] Iter 78000 | Loss 36.214522 | Loss(Global) 36.214522 | Loss(Local) 0.000000
[2022-11-01 06:35:56,856::train::INFO] [Train] Iter 79000 | Loss 36.01 | Loss(Global) 36.01 | Loss(Local) 0.00 | Grad 405.81 | LR 0.000800
[2022-11-01 06:35:58,098::train::INFO] [Validate] Iter 79000 | Loss 38.867574 | Loss(Global) 38.867574 | Loss(Local) 0.000000
[2022-11-01 06:37:24,507::train::INFO] [Train] Iter 80000 | Loss 36.04 | Loss(Global) 36.04 | Loss(Local) 0.00 | Grad 401.70 | LR 0.000800
